Gene.stable.ID,HGNC.symbol,Gene.stable.ID.1
ENSMUSG00000021235,COQ6,ENSG00000119723
ENSMUSG00000021236,ENTPD5,ENSG00000187097
ENSMUSG00000021238,ALDH6A1,ENSG00000119711
ENSMUSG00000021240,ABCD4,ENSG00000119688
ENSMUSG00000021241,ISCA2,ENSG00000165898
ENSMUSG00000021242,NPC2,ENSG00000119655
ENSMUSG00000021244,YLPM1,ENSG00000119596
ENSMUSG00000021245,MLH3,ENSG00000119684
ENSMUSG00000021248,TMED10,ENSG00000170348
ENSMUSG00000021250,FOS,ENSG00000170345
ENSMUSG00000021252,ERG28,ENSG00000133935
ENSMUSG00000021253,TGFB3,ENSG00000119699
ENSMUSG00000021254,GPATCH2L,ENSG00000089916
ENSMUSG00000021255,ESRRB,ENSG00000119715
ENSMUSG00000021256,VASH1,ENSG00000071246
ENSMUSG00000021257,ANGEL1,ENSG00000013523
ENSMUSG00000021258,CCNK,ENSG00000090061
ENSMUSG00000021259,CYP46A1,ENSG00000036530
ENSMUSG00000021260,HHIPL1,ENSG00000182218
ENSMUSG00000021262,EVL,ENSG00000196405
ENSMUSG00000021263,DEGS2,ENSG00000168350
ENSMUSG00000021264,YY1,ENSG00000100811
ENSMUSG00000021265,SLC25A29,ENSG00000197119
ENSMUSG00000021266,WARS1,ENSG00000140105
ENSMUSG00000021270,HSP90AA1,ENSG00000080824
ENSMUSG00000021271,ZNF839,ENSG00000022976
ENSMUSG00000021273,FDFT1,ENSG00000079459
ENSMUSG00000021275,TECPR2,ENSG00000196663
ENSMUSG00000021276,CINP,ENSG00000100865
ENSMUSG00000021277,TRAF3,ENSG00000131323
ENSMUSG00000021278,AMN,ENSG00000166126
ENSMUSG00000021279,CDC42BPB,ENSG00000198752
ENSMUSG00000021280,EXOC3L4,ENSG00000205436
ENSMUSG00000021281,TNFAIP2,ENSG00000185215
ENSMUSG00000021282,EIF5,ENSG00000100664
ENSMUSG00000021285,PPP1R13B,ENSG00000088808
ENSMUSG00000021286,ZFYVE21,ENSG00000100711
ENSMUSG00000021287,XRCC3,ENSG00000126215
ENSMUSG00000021288,KLC1,ENSG00000126214
ENSMUSG00000021290,ATP5MPL,ENSG00000156411
ENSMUSG00000021294,KIF26A,ENSG00000066735
ENSMUSG00000021301,HECW1,ENSG00000002746
ENSMUSG00000021302,GGPS1,ENSG00000152904
ENSMUSG00000021303,GNG4,ENSG00000168243
ENSMUSG00000021306,GPR137B,ENSG00000077585
ENSMUSG00000021311,MTR,ENSG00000116984
ENSMUSG00000021313,RYR2,ENSG00000198626
ENSMUSG00000021314,AMPH,ENSG00000078053
ENSMUSG00000021318,GLI3,ENSG00000106571
ENSMUSG00000021319,SFRP4,ENSG00000106483
ENSMUSG00000021322,AOAH,ENSG00000136250
ENSMUSG00000021326,TRIM27,ENSG00000204713
ENSMUSG00000021327,ZKSCAN4,ENSG00000187626
ENSMUSG00000021338,CARMIL1,ENSG00000079691
ENSMUSG00000021339,MRS2,ENSG00000124532
ENSMUSG00000021340,GPLD1,ENSG00000112293
ENSMUSG00000021356,IRF4,ENSG00000137265
ENSMUSG00000021357,EXOC2,ENSG00000112685
ENSMUSG00000021359,TFAP2A,ENSG00000137203
ENSMUSG00000021360,GCNT2,ENSG00000111846
ENSMUSG00000021361,TMEM14C,ENSG00000111843
ENSMUSG00000021362,GCM2,ENSG00000124827
ENSMUSG00000021363,MAK,ENSG00000111837
ENSMUSG00000021364,ELOVL2,ENSG00000197977
ENSMUSG00000021365,NEDD9,ENSG00000111859
ENSMUSG00000021366,HIVEP1,ENSG00000095951
ENSMUSG00000021367,EDN1,ENSG00000078401
ENSMUSG00000021368,TBC1D7,ENSG00000145979
ENSMUSG00000021371,MCUR1,ENSG00000050393
ENSMUSG00000021373,CAP2,ENSG00000112186
ENSMUSG00000021374,NUP153,ENSG00000124789
ENSMUSG00000021375,KIF13A,ENSG00000137177
ENSMUSG00000021376,TPMT,ENSG00000137364
ENSMUSG00000021377,DEK,ENSG00000124795
ENSMUSG00000021379,ID4,ENSG00000172201
ENSMUSG00000021381,BARX1,ENSG00000131668
ENSMUSG00000021384,SUSD3,ENSG00000157303
ENSMUSG00000021385,IPPK,ENSG00000127080
ENSMUSG00000021388,ASPN,ENSG00000106819
ENSMUSG00000021390,OGN,ENSG00000106809
ENSMUSG00000021391,CENPP,ENSG00000188312
ENSMUSG00000021392,NOL8,ENSG00000198000
ENSMUSG00000021395,SPIN1,ENSG00000106723
ENSMUSG00000021396,NXNL2,ENSG00000130045
ENSMUSG00000021400,WRNIP1,ENSG00000124535
ENSMUSG00000021403,SERPINB9,ENSG00000170542
ENSMUSG00000021408,RIPK1,ENSG00000137275
ENSMUSG00000021411,PXDC1,ENSG00000168994
ENSMUSG00000021413,PRPF4B,ENSG00000112739
ENSMUSG00000021414,FAM217A,ENSG00000145975
ENSMUSG00000021416,ECI2,ENSG00000198721
ENSMUSG00000021417,ECI2,ENSG00000198721
ENSMUSG00000021418,RPP40,ENSG00000124787
ENSMUSG00000021420,FARS2,ENSG00000145982
ENSMUSG00000021423,LY86,ENSG00000112799
ENSMUSG00000021427,SSR1,ENSG00000124783
ENSMUSG00000021428,RIOK1,ENSG00000124784
ENSMUSG00000021431,SNRNP48,ENSG00000168566
ENSMUSG00000021432,SLC35B3,ENSG00000124786
ENSMUSG00000021448,SHC3,ENSG00000148082
ENSMUSG00000021451,SEMA4D,ENSG00000187764
ENSMUSG00000021453,GADD45G,ENSG00000130222
ENSMUSG00000021456,FBP2,ENSG00000130957
ENSMUSG00000021457,SYK,ENSG00000165025
ENSMUSG00000021458,AOPEP,ENSG00000148120
ENSMUSG00000021460,AUH,ENSG00000148090
ENSMUSG00000021461,FANCC,ENSG00000158169
ENSMUSG00000021464,ROR2,ENSG00000169071
ENSMUSG00000021466,PTCH1,ENSG00000185920
ENSMUSG00000021468,SPTLC1,ENSG00000090054
ENSMUSG00000021469,MSX2,ENSG00000120149
ENSMUSG00000021474,SFXN1,ENSG00000164466
ENSMUSG00000021476,HABP4,ENSG00000130956
ENSMUSG00000021478,DRD1,ENSG00000184845
ENSMUSG00000021481,ZNF346,ENSG00000113761
ENSMUSG00000021482,PRXL2C,ENSG00000158122
ENSMUSG00000021483,CDK20,ENSG00000156345
ENSMUSG00000021484,LMAN2,ENSG00000169223
ENSMUSG00000021485,MXD3,ENSG00000213347
ENSMUSG00000021486,PRELID1,ENSG00000169230
ENSMUSG00000021488,NSD1,ENSG00000165671
ENSMUSG00000021492,F12,ENSG00000131187
ENSMUSG00000021493,PDLIM7,ENSG00000196923
ENSMUSG00000021494,DDX41,ENSG00000183258
ENSMUSG00000021495,FAM193B,ENSG00000146067
ENSMUSG00000021496,PCBD2,ENSG00000132570
ENSMUSG00000021497,TXNDC15,ENSG00000113621
ENSMUSG00000021499,CATSPER3,ENSG00000152705
ENSMUSG00000021500,DDX46,ENSG00000145833
ENSMUSG00000021501,CAMLG,ENSG00000164615
ENSMUSG00000021504,B4GALT7,ENSG00000027847
ENSMUSG00000021506,PITX1,ENSG00000069011
ENSMUSG00000021508,CXCL14,ENSG00000145824
ENSMUSG00000021509,SLC25A48,ENSG00000145832
ENSMUSG00000021510,ZNF845,ENSG00000213799
ENSMUSG00000021514,ZNF274,ENSG00000171606
ENSMUSG00000021518,PTDSS1,ENSG00000156471
ENSMUSG00000021519,MTERF3,ENSG00000156469
ENSMUSG00000021520,UQCRB,ENSG00000156467
ENSMUSG00000021532,FASTKD3,ENSG00000124279
ENSMUSG00000021534,C5orf49,ENSG00000215217
ENSMUSG00000021536,ADCY2,ENSG00000078295
ENSMUSG00000021537,CETN3,ENSG00000153140
ENSMUSG00000021540,SMAD5,ENSG00000113658
ENSMUSG00000021546,HNRNPK,ENSG00000165119
ENSMUSG00000021548,CCNH,ENSG00000134480
ENSMUSG00000021549,RASA1,ENSG00000145715
ENSMUSG00000021550,C9orf64,ENSG00000165118
ENSMUSG00000021552,GKAP1,ENSG00000165113
ENSMUSG00000021553,SLC28A3,ENSG00000197506
ENSMUSG00000021555,NAA35,ENSG00000135040
ENSMUSG00000021556,GOLM1,ENSG00000135052
ENSMUSG00000021557,AGTPBP1,ENSG00000135049
ENSMUSG00000021559,DAPK1,ENSG00000196730
ENSMUSG00000021565,SLC6A19,ENSG00000174358
ENSMUSG00000021567,NKD2,ENSG00000145506
ENSMUSG00000021569,TRIP13,ENSG00000071539
ENSMUSG00000021572,CEP72,ENSG00000112877
ENSMUSG00000021573,TPPP,ENSG00000171368
ENSMUSG00000021575,PDCD6-AHRR,ENSG00000286169
ENSMUSG00000021576,PDCD6,ENSG00000249915
ENSMUSG00000021577,SDHA,ENSG00000073578
ENSMUSG00000021577,,ENSG00000286001
ENSMUSG00000021578,CCDC127,ENSG00000164366
ENSMUSG00000021579,LRRC14B,ENSG00000185028
ENSMUSG00000021583,ERAP1,ENSG00000164307
ENSMUSG00000021585,CAST,ENSG00000153113
ENSMUSG00000021587,PCSK1,ENSG00000175426
ENSMUSG00000021589,RHOBTB3,ENSG00000164292
ENSMUSG00000021590,SPATA9,ENSG00000145757
ENSMUSG00000021591,GLRX,ENSG00000173221
ENSMUSG00000021592,ARSK,ENSG00000164291
ENSMUSG00000021594,SRD5A1,ENSG00000145545
ENSMUSG00000021595,NSUN2,ENSG00000037474
ENSMUSG00000021596,MCTP1,ENSG00000175471
ENSMUSG00000021597,SLF1,ENSG00000133302
ENSMUSG00000021598,MED10,ENSG00000133398
ENSMUSG00000021604,IRX4,ENSG00000113430
ENSMUSG00000021606,NDUFS6,ENSG00000145494
ENSMUSG00000021607,MRPL36,ENSG00000171421
ENSMUSG00000021608,LPCAT1,ENSG00000153395
ENSMUSG00000021609,SLC6A3,ENSG00000142319
ENSMUSG00000021610,CLPTM1L,ENSG00000049656
ENSMUSG00000021611,TERT,ENSG00000164362
ENSMUSG00000021612,SLC6A18,ENSG00000164363
ENSMUSG00000021613,HAPLN1,ENSG00000145681
ENSMUSG00000021614,VCAN,ENSG00000038427
ENSMUSG00000021615,XRCC4,ENSG00000152422
ENSMUSG00000021619,ATG10,ENSG00000152348
ENSMUSG00000021620,ACOT12,ENSG00000172497
ENSMUSG00000021621,ZCCHC9,ENSG00000131732
ENSMUSG00000021622,CKMT2,ENSG00000131730
ENSMUSG00000021624,CD180,ENSG00000134061
ENSMUSG00000021629,SLC30A5,ENSG00000145740
ENSMUSG00000021635,RAD17,ENSG00000152942
ENSMUSG00000021636,MARVELD2,ENSG00000152939
ENSMUSG00000021638,OCLN,ENSG00000197822
ENSMUSG00000021639,GTF2H2C,ENSG00000183474
ENSMUSG00000021639,GTF2H2,ENSG00000145736
ENSMUSG00000021643,SERF1B,ENSG00000205572
ENSMUSG00000021643,SERF1A,ENSG00000172058
ENSMUSG00000021645,SMN2,ENSG00000205571
ENSMUSG00000021645,SMN1,ENSG00000172062
ENSMUSG00000021646,MCCC2,ENSG00000131844
ENSMUSG00000021647,CARTPT,ENSG00000164326
ENSMUSG00000021650,PTCD2,ENSG00000049883
ENSMUSG00000021660,BTF3,ENSG00000145741
ENSMUSG00000021661,ANKRA2,ENSG00000164331
ENSMUSG00000021662,ARHGEF28,ENSG00000214944
ENSMUSG00000021665,HEXB,ENSG00000049860
ENSMUSG00000021666,GFM2,ENSG00000164347
ENSMUSG00000021668,POLK,ENSG00000122008
ENSMUSG00000021669,CERT1,ENSG00000113163
ENSMUSG00000021670,HMGCR,ENSG00000113161
ENSMUSG00000021671,POC5,ENSG00000152359
ENSMUSG00000021675,F2RL2,ENSG00000164220
ENSMUSG00000021676,IQGAP2,ENSG00000145703
ENSMUSG00000021678,F2RL1,ENSG00000164251
ENSMUSG00000021679,S100Z,ENSG00000171643
ENSMUSG00000021681,AGGF1,ENSG00000164252
ENSMUSG00000021681,,ENSG00000285000
ENSMUSG00000021684,,ENSG00000284762
ENSMUSG00000021684,PDE8B,ENSG00000113231
ENSMUSG00000021686,AP3B1,ENSG00000132842
ENSMUSG00000021687,SCAMP1,ENSG00000085365
ENSMUSG00000021690,JMY,ENSG00000152409
ENSMUSG00000021692,DIMT1,ENSG00000086189
ENSMUSG00000021693,KIF2A,ENSG00000068796
ENSMUSG00000021694,ERCC8,ENSG00000049167
ENSMUSG00000021696,ELOVL7,ENSG00000164181
ENSMUSG00000021697,DEPDC1B,ENSG00000035499
ENSMUSG00000021699,PDE4D,ENSG00000113448
ENSMUSG00000021700,RAB3C,ENSG00000152932
ENSMUSG00000021701,PLK2,ENSG00000145632
ENSMUSG00000021702,THBS4,ENSG00000113296
ENSMUSG00000021703,SERINC5,ENSG00000164300
ENSMUSG00000021704,MTX3,ENSG00000177034
ENSMUSG00000021707,DHFR2,ENSG00000178700
ENSMUSG00000021707,DHFR,ENSG00000228716
ENSMUSG00000021708,RASGRF2,ENSG00000113319
ENSMUSG00000021709,ERBIN,ENSG00000112851
ENSMUSG00000021710,NLN,ENSG00000123213
ENSMUSG00000021711,TRAPPC13,ENSG00000113597
ENSMUSG00000021712,TRIM23,ENSG00000113595
ENSMUSG00000021713,PPWD1,ENSG00000113593
ENSMUSG00000021714,CENPK,ENSG00000123219
ENSMUSG00000021715,CWC27,ENSG00000153015
ENSMUSG00000021716,SREK1IP1,ENSG00000153006
ENSMUSG00000021719,RGS7BP,ENSG00000186479
ENSMUSG00000021720,RNF180,ENSG00000164197
ENSMUSG00000021725,PARP8,ENSG00000151883
ENSMUSG00000021728,EMB,ENSG00000170571
ENSMUSG00000021730,HCN1,ENSG00000164588
ENSMUSG00000021731,MRPS30,ENSG00000112996
ENSMUSG00000021732,FGF10,ENSG00000070193
ENSMUSG00000021733,SLC4A7,ENSG00000033867
ENSMUSG00000021737,PSMD6,ENSG00000163636
ENSMUSG00000021738,ATXN7,ENSG00000163635
ENSMUSG00000021743,FEZF2,ENSG00000153266
ENSMUSG00000021745,PTPRG,ENSG00000144724
ENSMUSG00000021747,CFAP20DC,ENSG00000163689
ENSMUSG00000021748,PDHB,ENSG00000168291
ENSMUSG00000021749,FAM3D,ENSG00000198643
ENSMUSG00000021750,FAM107A,ENSG00000168309
ENSMUSG00000021751,ACOX2,ENSG00000168306
ENSMUSG00000021752,KCTD6,ENSG00000168301
ENSMUSG00000021754,MAP3K1,ENSG00000095015
ENSMUSG00000021756,IL6ST,ENSG00000134352
ENSMUSG00000021758,DDX4,ENSG00000152670
ENSMUSG00000021759,PLPP1,ENSG00000067113
ENSMUSG00000021760,GPX8,ENSG00000164294
ENSMUSG00000021764,NDUFS4,ENSG00000164258
ENSMUSG00000021765,FST,ENSG00000134363
ENSMUSG00000021767,KAT6B,ENSG00000156650
ENSMUSG00000021768,DUSP13,ENSG00000079393
ENSMUSG00000021770,SAMD8,ENSG00000156671
ENSMUSG00000021771,VDAC2,ENSG00000165637
ENSMUSG00000021772,NKIRAS1,ENSG00000197885
ENSMUSG00000021773,COMTD1,ENSG00000165644
ENSMUSG00000021774,UBE2E1,ENSG00000170142
ENSMUSG00000021775,NR1D2,ENSG00000174738
ENSMUSG00000021779,THRB,ENSG00000151090
ENSMUSG00000021782,DLG5,ENSG00000151208
ENSMUSG00000021785,NGLY1,ENSG00000151092
ENSMUSG00000021786,OXSM,ENSG00000151093
ENSMUSG00000021789,SFTPA2,ENSG00000185303
ENSMUSG00000021789,SFTPA1,ENSG00000122852
ENSMUSG00000021791,DYDC2,ENSG00000133665
ENSMUSG00000021792,PRXL2A,ENSG00000122378
ENSMUSG00000021794,GLUD1,ENSG00000148672
ENSMUSG00000021794,GLUD2,ENSG00000182890
ENSMUSG00000021795,SFTPD,ENSG00000133661
ENSMUSG00000021796,BMPR1A,ENSG00000107779
ENSMUSG00000021798,LDB3,ENSG00000122367
ENSMUSG00000021799,OPN4,ENSG00000122375
ENSMUSG00000021803,CDHR1,ENSG00000148600
ENSMUSG00000021806,NID2,ENSG00000087303
ENSMUSG00000021807,RTRAF,ENSG00000087302
ENSMUSG00000021809,NUDT13,ENSG00000166321
ENSMUSG00000021810,ECD,ENSG00000122882
ENSMUSG00000021811,DNAJC9,ENSG00000213551
ENSMUSG00000021814,ANXA7,ENSG00000138279
ENSMUSG00000021815,MSS51,ENSG00000166343
ENSMUSG00000021816,PPP3CB,ENSG00000107758
ENSMUSG00000021819,ZSWIM8,ENSG00000214655
ENSMUSG00000021820,CAMK2G,ENSG00000148660
ENSMUSG00000021822,PLAU,ENSG00000122861
ENSMUSG00000021823,VCL,ENSG00000035403
ENSMUSG00000021824,AP3M1,ENSG00000185009
ENSMUSG00000021830,TXNDC16,ENSG00000087301
ENSMUSG00000021831,ERO1A,ENSG00000197930
ENSMUSG00000021832,PSMC6,ENSG00000100519
ENSMUSG00000021835,BMP4,ENSG00000125378
ENSMUSG00000021838,SAMD4A,ENSG00000020577
ENSMUSG00000021840,MAPK1IP1L,ENSG00000168175
ENSMUSG00000021843,KTN1,ENSG00000126777
ENSMUSG00000021846,PELI2,ENSG00000139946
ENSMUSG00000021866,ANXA11,ENSG00000122359
ENSMUSG00000021867,TMEM254,ENSG00000133678
ENSMUSG00000021868,PPIF,ENSG00000108179
ENSMUSG00000021870,SLMAP,ENSG00000163681
ENSMUSG00000021871,PNP,ENSG00000198805
ENSMUSG00000021872,RNASE10,ENSG00000182545
ENSMUSG00000021876,RNASE4,ENSG00000258818
ENSMUSG00000021877,ARF4,ENSG00000168374
ENSMUSG00000021879,DNAH12,ENSG00000174844
ENSMUSG00000021880,RNASE6,ENSG00000169413
ENSMUSG00000021884,HACL1,ENSG00000131373
ENSMUSG00000021886,GPR65,ENSG00000140030
ENSMUSG00000021890,EAF1,ENSG00000144597
ENSMUSG00000021891,METTL6,ENSG00000206562
ENSMUSG00000021892,SH3BP5,ENSG00000131370
ENSMUSG00000021893,CAPN7,ENSG00000131375
ENSMUSG00000021895,ARHGEF3,ENSG00000163947
ENSMUSG00000021898,ASB14,ENSG00000239388
ENSMUSG00000021900,BTD,ENSG00000169814
ENSMUSG00000021901,BAP1,ENSG00000163930
ENSMUSG00000021902,PHF7,ENSG00000010318
ENSMUSG00000021903,GALNT15,ENSG00000131386
ENSMUSG00000021904,SEMA3G,ENSG00000010319
ENSMUSG00000021905,DPH3,ENSG00000154813
ENSMUSG00000021906,OXNAD1,ENSG00000154814
ENSMUSG00000021910,NISCH,ENSG00000010322
ENSMUSG00000021911,PARG,ENSG00000227345
ENSMUSG00000021913,OGDHL,ENSG00000197444
ENSMUSG00000021916,GLT8D1,ENSG00000016864
ENSMUSG00000021917,SPCS1,ENSG00000114902
ENSMUSG00000021918,NEK4,ENSG00000114904
ENSMUSG00000021922,ITIH4,ENSG00000055955
ENSMUSG00000021928,EBPL,ENSG00000123179
ENSMUSG00000021929,KPNA3,ENSG00000102753
ENSMUSG00000021930,SPRYD7,ENSG00000123178
ENSMUSG00000021932,RNASEH2B,ENSG00000136104
ENSMUSG00000021936,MAPK8,ENSG00000107643
ENSMUSG00000021938,PSPC1,ENSG00000121390
ENSMUSG00000021939,CTSB,ENSG00000164733
ENSMUSG00000021940,PTPN20,ENSG00000204179
ENSMUSG00000021943,GDF10,ENSG00000266524
ENSMUSG00000021945,ZMYM2,ENSG00000121741
ENSMUSG00000021947,CRYL1,ENSG00000165475
ENSMUSG00000021948,PRKCD,ENSG00000163932
ENSMUSG00000021950,ANXA8L1,ENSG00000264230
ENSMUSG00000021950,ANXA8,ENSG00000265190
ENSMUSG00000021951,EEF1AKMT1,ENSG00000150456
ENSMUSG00000021952,XPO4,ENSG00000132953
ENSMUSG00000021957,TKT,ENSG00000163931
ENSMUSG00000021958,PINX1,ENSG00000254093
ENSMUSG00000021959,LATS2,ENSG00000150457
ENSMUSG00000021962,DCP1A,ENSG00000272886
ENSMUSG00000021963,SAP18,ENSG00000150459
ENSMUSG00000021965,SKA3,ENSG00000165480
ENSMUSG00000021967,MRPL57,ENSG00000173141
ENSMUSG00000021969,ZDHHC20,ENSG00000180776
ENSMUSG00000021972,HMBOX1,ENSG00000147421
ENSMUSG00000021973,MICU2,ENSG00000165487
ENSMUSG00000021974,FGF9,ENSG00000102678
ENSMUSG00000021975,INTS9,ENSG00000104299
ENSMUSG00000021978,EXTL3,ENSG00000012232
ENSMUSG00000021981,CAB39L,ENSG00000102547
ENSMUSG00000021982,CDADC1,ENSG00000102543
ENSMUSG00000021983,ATP8A2,ENSG00000132932
ENSMUSG00000021986,AMER2,ENSG00000165566
ENSMUSG00000021987,MTMR6,ENSG00000139505
ENSMUSG00000021990,,ENSG00000273167
ENSMUSG00000021990,SPATA13,ENSG00000182957
ENSMUSG00000021991,CACNA2D3,ENSG00000157445
ENSMUSG00000021993,MIPEP,ENSG00000027001
ENSMUSG00000021994,WNT5A,ENSG00000114251
ENSMUSG00000021996,ESD,ENSG00000139684
ENSMUSG00000021997,LRRC63,ENSG00000173988
ENSMUSG00000021998,LCP1,ENSG00000136167
ENSMUSG00000022000,ZC3H13,ENSG00000123200
ENSMUSG00000022003,SLC25A30,ENSG00000174032
ENSMUSG00000022009,NUFIP1,ENSG00000083635
ENSMUSG00000022010,TSC22D1,ENSG00000102804
ENSMUSG00000022012,ENOX1,ENSG00000120658
ENSMUSG00000022013,DNAJC15,ENSG00000120675
ENSMUSG00000022014,EPSTI1,ENSG00000133106
ENSMUSG00000022015,TNFSF11,ENSG00000120659
ENSMUSG00000022016,AKAP11,ENSG00000023516
ENSMUSG00000022018,RGCC,ENSG00000102760
ENSMUSG00000022019,TDRD3,ENSG00000083544
ENSMUSG00000022020,NAA16,ENSG00000172766
ENSMUSG00000022021,DIAPH3,ENSG00000139734
ENSMUSG00000022022,MTRF1,ENSG00000120662
ENSMUSG00000022023,WBP4,ENSG00000120688
ENSMUSG00000022024,SUGT1,ENSG00000165416
ENSMUSG00000022025,CNMD,ENSG00000136110
ENSMUSG00000022026,OLFM4,ENSG00000102837
ENSMUSG00000022031,ELP3,ENSG00000134014
ENSMUSG00000022032,SCARA5,ENSG00000168079
ENSMUSG00000022033,PBK,ENSG00000168078
ENSMUSG00000022034,ESCO2,ENSG00000171320
ENSMUSG00000022035,CCDC25,ENSG00000147419
ENSMUSG00000022037,CLU,ENSG00000120885
ENSMUSG00000022040,EPHX2,ENSG00000120915
ENSMUSG00000022041,CHRNA2,ENSG00000120903
ENSMUSG00000022043,TRIM35,ENSG00000104228
ENSMUSG00000022044,STMN4,ENSG00000015592
ENSMUSG00000022048,DPYSL2,ENSG00000092964
ENSMUSG00000022051,BNIP3L,ENSG00000104765
ENSMUSG00000022052,PPP2R2A,ENSG00000221914
ENSMUSG00000022053,EBF2,ENSG00000221818
ENSMUSG00000022055,NEFL,ENSG00000277586
ENSMUSG00000022057,ADAMDEC1,ENSG00000134028
ENSMUSG00000022061,NKX3-1,ENSG00000167034
ENSMUSG00000022064,PIBF1,ENSG00000083535
ENSMUSG00000022066,ENTPD4,ENSG00000197217
ENSMUSG00000022070,BORA,ENSG00000136122
ENSMUSG00000022075,RHOBTB2,ENSG00000008853
ENSMUSG00000022089,BIN3,ENSG00000147439
ENSMUSG00000022090,PDLIM2,ENSG00000120913
ENSMUSG00000022091,SORBS3,ENSG00000120896
ENSMUSG00000022092,PPP3CC,ENSG00000120910
ENSMUSG00000022094,SLC39A14,ENSG00000104635
ENSMUSG00000022095,FAM160B2,ENSG00000158863
ENSMUSG00000022096,HR,ENSG00000168453
ENSMUSG00000022097,SFTPC,ENSG00000168484
ENSMUSG00000022098,BMP1,ENSG00000168487
ENSMUSG00000022099,DMTN,ENSG00000158856
ENSMUSG00000022100,XPO7,ENSG00000130227
ENSMUSG00000022101,FGF17,ENSG00000158815
ENSMUSG00000022102,DOK2,ENSG00000147443
ENSMUSG00000022103,GFRA2,ENSG00000168546
ENSMUSG00000022105,RB1,ENSG00000139687
ENSMUSG00000022106,RCBTB2,ENSG00000136161
ENSMUSG00000022108,ITM2B,ENSG00000136156
ENSMUSG00000022109,MED4,ENSG00000136146
ENSMUSG00000022110,SUCLA2,ENSG00000136143
ENSMUSG00000022111,UCHL3,ENSG00000118939
ENSMUSG00000022112,GPC5,ENSG00000179399
ENSMUSG00000022114,SPRY2,ENSG00000136158
ENSMUSG00000022119,RBM26,ENSG00000139746
ENSMUSG00000022120,OBI1,ENSG00000152193
ENSMUSG00000022122,EDNRB,ENSG00000136160
ENSMUSG00000022123,SCEL,ENSG00000136155
ENSMUSG00000022124,FBXL3,ENSG00000005812
ENSMUSG00000022125,CLN5,ENSG00000102805
ENSMUSG00000022125,,ENSG00000283208
ENSMUSG00000022126,ACOD1,ENSG00000102794
ENSMUSG00000022129,DCT,ENSG00000080166
ENSMUSG00000022130,TGDS,ENSG00000088451
ENSMUSG00000022131,GPR180,ENSG00000152749
ENSMUSG00000022132,CLDN10,ENSG00000134873
ENSMUSG00000022136,DNAJC3,ENSG00000102580
ENSMUSG00000022139,MBNL2,ENSG00000139793
ENSMUSG00000022141,NIPBL,ENSG00000164190
ENSMUSG00000022142,NUP155,ENSG00000113569
ENSMUSG00000022144,GDNF,ENSG00000168621
ENSMUSG00000022146,OSMR,ENSG00000145623
ENSMUSG00000022148,FYB1,ENSG00000082074
ENSMUSG00000022150,DAB2,ENSG00000153071
ENSMUSG00000022151,TTC33,ENSG00000113638
ENSMUSG00000022159,RAB2B,ENSG00000129472
ENSMUSG00000022160,METTL3,ENSG00000165819
ENSMUSG00000022174,DAD1,ENSG00000129562
ENSMUSG00000022175,LRP10,ENSG00000197324
ENSMUSG00000022176,REM2,ENSG00000139890
ENSMUSG00000022177,HAUS4,ENSG00000092036
ENSMUSG00000022177,,ENSG00000259132
ENSMUSG00000022178,AJUBA,ENSG00000129474
ENSMUSG00000022179,C14orf93,ENSG00000100802
ENSMUSG00000022180,SLC7A8,ENSG00000092068
ENSMUSG00000022181,C6,ENSG00000039537
ENSMUSG00000022184,FBXO4,ENSG00000151876
ENSMUSG00000022185,ACIN1,ENSG00000100813
ENSMUSG00000022186,OXCT1,ENSG00000083720
ENSMUSG00000022191,DROSHA,ENSG00000113360
ENSMUSG00000022193,PSMB5,ENSG00000100804
ENSMUSG00000022194,BCL2L2-PABPN1,ENSG00000258643
ENSMUSG00000022195,C5orf22,ENSG00000082213
ENSMUSG00000022197,PDZD2,ENSG00000133401
ENSMUSG00000022199,SLC22A17,ENSG00000092096
ENSMUSG00000022200,GOLPH3,ENSG00000113384
ENSMUSG00000022201,ZFR,ENSG00000056097
ENSMUSG00000022203,EFS,ENSG00000100842
ENSMUSG00000022204,NGDN,ENSG00000129460
ENSMUSG00000022205,SUB1,ENSG00000113387
ENSMUSG00000022206,NPR3,ENSG00000113389
ENSMUSG00000022208,JPH4,ENSG00000092051
ENSMUSG00000022209,DHRS2,ENSG00000100867
ENSMUSG00000022210,DHRS4,ENSG00000157326
ENSMUSG00000022210,DHRS4L2,ENSG00000187630
ENSMUSG00000022211,CARMIL3,ENSG00000186648
ENSMUSG00000022214,DCAF11,ENSG00000100897
ENSMUSG00000022214,,ENSG00000259371
ENSMUSG00000022215,FITM1,ENSG00000139914
ENSMUSG00000022216,PSME1,ENSG00000092010
ENSMUSG00000022217,EMC9,ENSG00000100908
ENSMUSG00000022218,TGM1,ENSG00000092295
ENSMUSG00000022219,CIDEB,ENSG00000136305
ENSMUSG00000022220,ADCY4,ENSG00000129467
ENSMUSG00000022221,RIPK3,ENSG00000129465
ENSMUSG00000022223,SDR39U1,ENSG00000100445
ENSMUSG00000022225,CMA1,ENSG00000092009
ENSMUSG00000022228,ZSCAN26,ENSG00000197062
ENSMUSG00000022229,ATP12A,ENSG00000075673
ENSMUSG00000022231,SEMA5A,ENSG00000112902
ENSMUSG00000022234,CCT5,ENSG00000150753
ENSMUSG00000022235,CMBL,ENSG00000164237
ENSMUSG00000022236,ROPN1L,ENSG00000145491
